element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Tally material,Weight (kg),Data Source (Material Quantities),Building Material_name,life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential,template_model,scenario
Element_6,6,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Concrete topping,"Lightweight concrete, 5000 psi, 20% fly ash",2551980,Calculated from takeoff from Revit,"Lightweight concrete, 5000 psi",A5: Construction,46986.963,-499.7649617,0,0,185.8207135,7.773519477,2659.7944,2.81E-06,STR1_ENCO2_ENCT2_ENCR1,default
Element_7,7,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Steel deck,Galvanized steel decking,132267,Calculated from takeoff from Revit,"Steel decking, galvanized",A5: Construction,35164.51521,-663.98034,0,0,186.4163196,8.088279357,2802.629712,0.000775005,STR1_ENCO2_ENCT2_ENCR1,default
Element_8,8,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Steel welded wire mesh,"Steel, welded wire mesh",17149,Calculated from takeoff from Revit,"Steel, welded wire mesh",A5: Construction,1381.916221,-5.15344599,0,0,4.232549968,0.156721718,58.01294052,-6.07E-06,STR1_ENCO2_ENCT2_ENCR1,default
Element_9,9,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural framing: beams,Steel W Shape,"Hot rolled structural steel, AISC - EPD",217730,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",A5: Construction,11257.69482,-11.0715705,0,0,60.38752719,1.422076443,389.3288189,6.22E-06,STR1_ENCO2_ENCT2_ENCR1,default
Element_10,10,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural framing: girders,Steel W Shape,"Hot rolled structural steel, AISC - EPD",89824,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",A5: Construction,4644.335552,-4.5675504,0,0,24.91273248,0.586674296,160.6166896,2.56E-06,STR1_ENCO2_ENCT2_ENCR1,default
Element_11,11,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural columns,Steel W Shape,"Hot rolled structural steel, AISC - EPD",44674,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",A5: Construction,2309.862024,-2.2716729,0,0,12.39035682,0.291782681,79.88277067,1.28E-06,STR1_ENCO2_ENCT2_ENCR1,default
Element_12,12,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural walls,Concrete shear wall,"Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,"Normalweight concrete, 6000 psi",A5: Construction,11251.19286,-152.1269474,0,0,28.31378788,1.972086019,621.9230016,9.61E-07,STR1_ENCO2_ENCT2_ENCR1,default
Element_13,13,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural walls,Steel reinforcement,"Steel, reinforcing rod",65267,Calculated from takeoff from Revit,"Steel, reinforcing rod",A5: Construction,3893.700254,-19.971702,0,0,16.51373937,0.517916192,209.8826816,-1.61E-05,STR1_ENCO2_ENCT2_ENCR1,default
Element_14,17,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Insulation,"Mineral wool, low density, NAIMA - EPD",10806,"Kaleidoscope Calculator, Payette","5"" Mineral wool insulation",A5: Construction,1708.233886,-87.31248,0,0,12.357598,0.311267458,70.66348107,4.21E-05,STR1_ENCO2_ENCT2_ENCR1,default
Element_15,18,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Interior finish,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Acrylic latex paint,A5: Construction,131.8554664,2.545,0,0,0.511387277,0.026910537,10.22564885,4.49E-08,STR1_ENCO2_ENCT2_ENCR1,default
Element_16,19,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Wall structure,Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette","6"" galvanized steel stud framing",A5: Construction,1130.356488,-8.99263725,0,0,4.423769359,0.202444411,64.58531809,1.41E-05,STR1_ENCO2_ENCT2_ENCR1,default
Element_17,20,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Exterior finish + support,"Aluminum curtain wall system, YKK AP - EPD",10917,"Kaleidoscope Calculator, Payette",Aluminum curtain wall system,A5: Construction,1108.368723,-0.0043668,0,0,7.071861699,0.166520132,68.21482263,1.86E-07,STR1_ENCO2_ENCT2_ENCR1,default
Element_18,21,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Interior finish,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Gypsum wall board,A5: Construction,1447.100735,-3.67728,0,0,2.55509876,0.154678263,63.03234746,7.23E-07,STR1_ENCO2_ENCT2_ENCR1,default
Element_19,1,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT2,Glazing: triple pane IGU,Glazing,"Glazing, triple, insulated (air)",54275,"Viracon triple pane IGU, 1-5/16"" Clear Insulating Low-E Laminated  Glass Unit with a ½” VTS Airspace  and Both Lites Heat Treated",Triple pane IGU,A5: Construction,829.377319,4.9933,0,0,6.090849762,0.269658142,87.36929455,7.00E-07,STR1_ENCO2_ENCT2_ENCR1,default
Element_20,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,EPDM membrane,A5: Construction,5345.443157,-66.27348,0,0,14.85933794,1.506991657,208.0675718,2.57E-07,STR1_ENCO2_ENCT2_ENCR1,default
Element_21,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,Polyisocyanurate board,A5: Construction,4481.377969,-162.1281,0,0,17.24896776,1.552896567,204.8929845,0.000205189,STR1_ENCO2_ENCT2_ENCR1,default
Element_0,0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Column foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",169198,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",C2-C4: End-of-life,6818.6794,0,0,0,15.481617,0.78507872,307.94036,6.16E-10,STR1_ENCO2_ENCT2_ENCR1,default
Element_1,1,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Column foundation,Steel reinforcement,"Steel, reinforcing rod",12633,Calculated from takeoff from Revit,"Steel, reinforcing rod",C2-C4: End-of-life,169.2822,-2.5266,0,0,0.770613,0.03903597,15.28593,3.07E-11,STR1_ENCO2_ENCT2_ENCR1,default
Element_2,2,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Wall foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",309582,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",C2-C4: End-of-life,12476.1546,0,0,0,28.326753,1.43646048,563.43924,1.13E-09,STR1_ENCO2_ENCT2_ENCR1,default
Element_3,3,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Wall foundation,Steel reinforcement,"Steel, reinforcing rod",23115,Calculated from takeoff from Revit,"Steel, reinforcing rod",C2-C4: End-of-life,309.741,-4.623,0,0,1.410015,0.07142535,27.96915,5.62E-11,STR1_ENCO2_ENCT2_ENCR1,default
Element_4,4,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR1,Slab on grade,Concrete slab on grade,"Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",C2-C4: End-of-life,21593.3445,0,0,0,49.0270725,2.4861816,975.1833,1.95E-09,STR1_ENCO2_ENCT2_ENCR1,default
Element_5,5,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR1,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh",3601,Calculated from takeoff from Revit,"Steel, welded wire mesh",C2-C4: End-of-life,3.226496,-0.061217,0,0,0.01465607,0.000741806,0.2906007,5.83E-13,STR1_ENCO2_ENCT2_ENCR1,default
Element_6,6,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Concrete topping,"Lightweight concrete, 5000 psi, 20% fly ash",2551980,Calculated from takeoff from Revit,"Lightweight concrete, 5000 psi",C2-C4: End-of-life,102844.794,0,0,0,233.50617,11.8411872,4644.6036,9.29E-09,STR1_ENCO2_ENCT2_ENCR1,default
Element_7,7,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Steel deck,Galvanized steel decking,132267,Calculated from takeoff from Revit,"Steel decking, galvanized",C2-C4: End-of-life,1772.3778,-26.4534,0,0,8.068287,0.40870503,160.04307,3.21E-10,STR1_ENCO2_ENCT2_ENCR1,default
Element_8,8,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Steel welded wire mesh,"Steel, welded wire mesh",17149,Calculated from takeoff from Revit,"Steel, welded wire mesh",C2-C4: End-of-life,15.365504,-0.291533,0,0,0.06979643,0.003532694,1.3839243,2.78E-12,STR1_ENCO2_ENCT2_ENCR1,default
Element_9,9,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural framing: beams,Steel W Shape,"Hot rolled structural steel, AISC - EPD",217730,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",C2-C4: End-of-life,195.08608,-3.70141,0,0,0.8861611,0.04485238,17.570811,3.53E-11,STR1_ENCO2_ENCT2_ENCR1,default
Element_10,10,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural framing: girders,Steel W Shape,"Hot rolled structural steel, AISC - EPD",89824,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",C2-C4: End-of-life,80.482304,-1.527008,0,0,0.36558368,0.018503744,7.2487968,1.46E-11,STR1_ENCO2_ENCT2_ENCR1,default
Element_11,11,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural columns,Steel W Shape,"Hot rolled structural steel, AISC - EPD",44674,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",C2-C4: End-of-life,40.027904,-0.759458,0,0,0.18182318,0.009202844,3.6051918,7.24E-12,STR1_ENCO2_ENCT2_ENCR1,default
Element_12,12,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural walls,Concrete shear wall,"Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,"Normalweight concrete, 6000 psi",C2-C4: End-of-life,35227.1569,0,0,0,79.9822545,4.05593072,1590.90386,3.18E-09,STR1_ENCO2_ENCT2_ENCR1,default
Element_13,13,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural walls,Steel reinforcement,"Steel, reinforcing rod",65267,Calculated from takeoff from Revit,"Steel, reinforcing rod",C2-C4: End-of-life,874.5778,-13.0534,0,0,3.981287,0.20167503,78.97307,1.59E-10,STR1_ENCO2_ENCT2_ENCR1,default
Element_14,17,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Insulation,"Mineral wool, low density, NAIMA - EPD",10806,"Kaleidoscope Calculator, Payette","5"" Mineral wool insulation",C2-C4: End-of-life,484.1088,-8.6448,0,0,2.193618,0.1113018,43.54818,8.74E-11,STR1_ENCO2_ENCT2_ENCR1,default
Element_15,18,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Interior finish,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Acrylic latex paint,C2-C4: End-of-life,22.8032,0,0,0,0.103327,0.0052427,2.05127,4.12E-12,STR1_ENCO2_ENCT2_ENCR1,default
Element_16,19,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Wall structure,Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette","6"" galvanized steel stud framing",C2-C4: End-of-life,13.4176,-0.254575,0,0,0.06094825,0.00308485,1.2084825,2.43E-12,STR1_ENCO2_ENCT2_ENCR1,default
Element_17,20,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Exterior finish + support,"Aluminum curtain wall system, YKK AP - EPD",10917,"Kaleidoscope Calculator, Payette",Aluminum curtain wall system,C2-C4: End-of-life,24.45408,-0.43668,0,0,0.1113534,0.005622255,2.205234,4.42E-12,STR1_ENCO2_ENCT2_ENCR1,default
Element_18,21,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Interior finish,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Gypsum wall board,C2-C4: End-of-life,1372.8512,-24.5152,0,0,6.220732,0.3156332,123.49532,2.48E-10,STR1_ENCO2_ENCT2_ENCR1,default
Element_19,1,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT2,Glazing: triple pane IGU,Glazing,"Glazing, triple, insulated (air)",54275,"Viracon triple pane IGU, 1-5/16"" Clear Insulating Low-E Laminated  Glass Unit with a ½” VTS Airspace  and Both Lites Heat Treated",Triple pane IGU,C2-C4: End-of-life,2431.52,-43.42,0,0,11.017825,0.5590325,218.72825,4.39E-10,STR1_ENCO2_ENCT2_ENCR1,default
Element_20,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,EPDM membrane,C2-C4: End-of-life,485.1392,-8.6632,0,0,7.526155,2.869685,63.13307,8.76E-11,STR1_ENCO2_ENCT2_ENCR1,default
Element_21,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,Polyisocyanurate board,C2-C4: End-of-life,437.024,-7.804,0,0,6.779725,2.585075,56.87165,7.89E-11,STR1_ENCO2_ENCT2_ENCR1,default
Element_0,0,Commercial,21-04 50 20,Services,Electrical,Electrical Service and Distribution,OP1,Operational energy,Operational energy,,,TM,,B6: Operational Energy,6546607,0,0,0,20301,1281,245352,9.50E-06,STR1_ENCO2_ENCT2_ENCR1,default
Element_0,0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Column foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",169198,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A1-A3: Product,29031.32176,-459.0309592,0,0,74.01887986,5.3974162,1641.181684,5.21E-09,STR1_ENCO2_ENCT2_ENCR1,default
Element_1,1,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Column foundation,Steel reinforcement,"Steel, reinforcing rod",12633,Calculated from takeoff from Revit,"Steel, reinforcing rod",A1-A3: Product,24129.03,-126.33,0,0,101.56932,3.057186,1203.9249,-0.00010877,STR1_ENCO2_ENCT2_ENCR1,default
Element_2,2,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Wall foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",309582,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A1-A3: Product,53118.68139,-839.8900839,0,0,135.432528,9.8756658,3002.874196,9.54E-09,STR1_ENCO2_ENCT2_ENCR1,default
Element_3,3,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Wall foundation,Steel reinforcement,"Steel, reinforcing rod",23115,Calculated from takeoff from Revit,"Steel, reinforcing rod",A1-A3: Product,44149.65,-231.15,0,0,185.8446,5.59383,2202.8595,-0.00019902,STR1_ENCO2_ENCT2_ENCR1,default
Element_4,4,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR1,Slab on grade,Concrete slab on grade,"Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A1-A3: Product,91936.17932,-1453.655915,0,0,234.4024522,17.0924985,5197.282263,1.65E-08,STR1_ENCO2_ENCT2_ENCR1,default
Element_5,5,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR1,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh",3601,Calculated from takeoff from Revit,"Steel, welded wire mesh",A1-A3: Product,9434.62,-36.01,0,0,28.41189,1.026285,367.302,-4.39E-05,STR1_ENCO2_ENCT2_ENCR1,default
Element_6,6,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Concrete topping,"Lightweight concrete, 5000 psi, 20% fly ash",2551980,Calculated from takeoff from Revit,"Lightweight concrete, 5000 psi",A1-A3: Product,827629.0661,-9995.299234,0,0,3435.595419,140.869296,47033.33592,1.41E-07,STR1_ENCO2_ENCT2_ENCR1,default
Element_7,7,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Steel deck,Galvanized steel decking,132267,Calculated from takeoff from Revit,"Steel decking, galvanized",A1-A3: Product,341248.86,-6613.35,0,0,1812.0579,77.905263,26453.4,0.007697939,STR1_ENCO2_ENCT2_ENCR1,default
Element_8,8,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Steel welded wire mesh,"Steel, welded wire mesh",17149,Calculated from takeoff from Revit,"Steel, welded wire mesh",A1-A3: Product,44930.38,-171.49,0,0,135.30561,4.887465,1749.198,-0.000209218,STR1_ENCO2_ENCT2_ENCR1,default
Element_9,9,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural framing: beams,Steel W Shape,"Hot rolled structural steel, AISC - EPD",217730,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",A1-A3: Product,210762.64,-217.73,0,0,1134.3733,24.16803,5443.25,3.85E-05,STR1_ENCO2_ENCT2_ENCR1,default
Element_10,10,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural framing: girders,Steel W Shape,"Hot rolled structural steel, AISC - EPD",89824,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",A1-A3: Product,86949.632,-89.824,0,0,467.98304,9.970464,2245.6,1.59E-05,STR1_ENCO2_ENCT2_ENCR1,default
Element_11,11,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural columns,Steel W Shape,"Hot rolled structural steel, AISC - EPD",44674,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",A1-A3: Product,43244.432,-44.674,0,0,232.75154,4.958814,1116.85,7.91E-06,STR1_ENCO2_ENCT2_ENCR1,default
Element_12,12,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural walls,Concrete shear wall,"Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,"Normalweight concrete, 6000 psi",A1-A3: Product,186623.0472,-3042.538947,0,0,470.0876152,34.4404462,10327.61727,3.31E-08,STR1_ENCO2_ENCT2_ENCR1,default
Element_13,13,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural walls,Steel reinforcement,"Steel, reinforcing rod",65267,Calculated from takeoff from Revit,"Steel, reinforcing rod",A1-A3: Product,124659.97,-652.67,0,0,524.74668,15.794614,6219.9451,-0.000561949,STR1_ENCO2_ENCT2_ENCR1,default
Element_14,17,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Insulation,"Mineral wool, low density, NAIMA - EPD",10806,"Kaleidoscope Calculator, Payette","5"" Mineral wool insulation",A1-A3: Product,16317.06,-864.48,0,0,119.9466,2.91762,617.0226,0.000419273,STR1_ENCO2_ENCT2_ENCR1,default
Element_15,18,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Interior finish,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Acrylic latex paint,A1-A3: Product,1221.6,25.45,0,0,4.6319,0.241775,88.057,6.82E-10,STR1_ENCO2_ENCT2_ENCR1,default
Element_16,19,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Wall structure,Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette","6"" galvanized steel stud framing",A1-A3: Product,36688.75,-299.5,0,0,142.41225,6.454225,1991.675,0.000465723,STR1_ENCO2_ENCT2_ENCR1,default
Element_17,20,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Exterior finish + support,"Aluminum curtain wall system, YKK AP - EPD",10917,"Kaleidoscope Calculator, Payette",Aluminum curtain wall system,A1-A3: Product,109170,0,0,0,698.688,16.15716,6550.2,8.68E-06,STR1_ENCO2_ENCT2_ENCR1,default
Element_18,21,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Interior finish,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Gypsum wall board,A1-A3: Product,7477.136,0,0,0,6.74168,0.4780464,166.09048,8.09E-10,STR1_ENCO2_ENCT2_ENCR1,default
Element_19,1,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT2,Glazing: triple pane IGU,Glazing,"Glazing, triple, insulated (air)",54275,"Viracon triple pane IGU, 1-5/16"" Clear Insulating Low-E Laminated  Glass Unit with a ½” VTS Airspace  and Both Lites Heat Treated",Triple pane IGU,A1-A3: Product,68929.25,542.75,0,0,538.95075,22.958325,6621.55,2.93E-08,STR1_ENCO2_ENCT2_ENCR1,default
Element_20,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,EPDM membrane,A1-A3: Product,34869.38,-433.16,0,0,90.09728,7.092995,1277.822,8.52E-09,STR1_ENCO2_ENCT2_ENCR1,default
Element_21,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,Polyisocyanurate board,A1-A3: Product,29069.9,-1073.05,0,0,106.3295,7.657675,1248.64,0.0013657,STR1_ENCO2_ENCT2_ENCR1,default
Element_0,0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Column foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",169198,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR1_ENCO2_ENCT2_ENCR1,default
Element_1,1,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Column foundation,Steel reinforcement,"Steel, reinforcing rod",12633,Calculated from takeoff from Revit,"Steel, reinforcing rod",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR1_ENCO2_ENCT2_ENCR1,default
Element_2,2,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Wall foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",309582,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR1_ENCO2_ENCT2_ENCR1,default
Element_3,3,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Wall foundation,Steel reinforcement,"Steel, reinforcing rod",23115,Calculated from takeoff from Revit,"Steel, reinforcing rod",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR1_ENCO2_ENCT2_ENCR1,default
Element_4,4,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR1,Slab on grade,Concrete slab on grade,"Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR1_ENCO2_ENCT2_ENCR1,default
Element_5,5,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR1,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh",3601,Calculated from takeoff from Revit,"Steel, welded wire mesh",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR1_ENCO2_ENCT2_ENCR1,default
Element_6,6,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Concrete topping,"Lightweight concrete, 5000 psi, 20% fly ash",2551980,Calculated from takeoff from Revit,"Lightweight concrete, 5000 psi",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR1_ENCO2_ENCT2_ENCR1,default
Element_7,7,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Steel deck,Galvanized steel decking,132267,Calculated from takeoff from Revit,"Steel decking, galvanized",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR1_ENCO2_ENCT2_ENCR1,default
Element_8,8,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Steel welded wire mesh,"Steel, welded wire mesh",17149,Calculated from takeoff from Revit,"Steel, welded wire mesh",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR1_ENCO2_ENCT2_ENCR1,default
Element_9,9,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural framing: beams,Steel W Shape,"Hot rolled structural steel, AISC - EPD",217730,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR1_ENCO2_ENCT2_ENCR1,default
Element_10,10,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural framing: girders,Steel W Shape,"Hot rolled structural steel, AISC - EPD",89824,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR1_ENCO2_ENCT2_ENCR1,default
Element_11,11,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural columns,Steel W Shape,"Hot rolled structural steel, AISC - EPD",44674,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR1_ENCO2_ENCT2_ENCR1,default
Element_12,12,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural walls,Concrete shear wall,"Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,"Normalweight concrete, 6000 psi",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR1_ENCO2_ENCT2_ENCR1,default
Element_13,13,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural walls,Steel reinforcement,"Steel, reinforcing rod",65267,Calculated from takeoff from Revit,"Steel, reinforcing rod",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR1_ENCO2_ENCT2_ENCR1,default
Element_14,17,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Insulation,"Mineral wool, low density, NAIMA - EPD",10806,"Kaleidoscope Calculator, Payette","5"" Mineral wool insulation",B2-B5: Replacement,18790.57274,-960.43728,0,0,135.933578,3.423942041,777.2982917,0.000463069,STR1_ENCO2_ENCT2_ENCR1,default
Element_15,18,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO2,Curtain wall: aluminum spandrel,Interior finish,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Acrylic latex paint,B2-B5: Replacement,1450.41013,27.995,0,0,5.62526005,0.296015907,112.4821374,4.94E-07,STR1_ENCO2_ENCT2_ENCR1,default
