Revit model,Revit design option,Revit general category,Revit category,Revit type,Revit family name,Revit material name,Revit building element,Thickness of material (m),Total instance count,Cumulative material volume (m3),Cumulative material area (m2),Cumulative instance volume (m3),Cumulative instance area (m2),Cumulative instance length (m),Cumulative instance perimeter (m),Tally Entry Division,Tally Entry Category,Tally Entry Name,Tally Entry Description,Material Group,Material Name,Life Cycle Stage,Service Life,Acidification Potential Total (kgSO2eq),Eutrophication Potential Total (kgNeq),Global Warming Potential Total (kgCO2eq),Ozone Depletion Potential Total (CFC-11eq),Smog Formation Potential Total (kgO3eq),Primary Energy Demand Total (MJ),Non-renewable Energy Demand Total (MJ),Renewable Energy Demand Total (MJ),Mass Total (kg)
M3.1 Revit Model.rvt,Embodied,Floors,Floors,Floor,CLT Roof,Insulation - Roof,Superstructure,0.127,1,0,0,505.7211821,1254.19104,0,146.304,07 - Thermal and Moisture Protection,Insulation,"Polyisocyanurate (PIR), board","Generic high-density polyisocyanurate (PIR) foam insulation board. Entry is inclusive of material manufacturing, glass fiber or foil-facing, and foaming/blowing agents.",Insulation,"PIR rigid foam insulation, roof, R=15, PIMA - EPD",[D] Module D,60,0,0,0,0,0,0,0,0,
M3.1 Revit Model.rvt,Embodied,Floors,Floors,Floor,CLT Roof,"Concrete, Lightweight",Superstructure,0.0762,1,0,0,505.7211821,1254.19104,0,146.304,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, lightweight structural concrete, 3000 psi",Lightweight structural concrete (3000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Concrete,"Lightweight concrete, 3000 psi, 20% fly ash",[A1-A3] Product,60,220.8660584,8.138897718,48074.90171,8.21E-09,2837.000454,378326.969,349777.1439,28153.97776,191203.223
M3.1 Revit Model.rvt,Embodied,Floors,Floors,Floor,CLT Roof,"Concrete, Lightweight",Superstructure,0.0762,1,0,0,505.7211821,1254.19104,0,146.304,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, lightweight structural concrete, 3000 psi",Lightweight structural concrete (3000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Concrete,"Lightweight concrete, 3000 psi, 20% fly ash",[A4] Transportation,60,1.16098597,0.094530873,250.5527034,8.58E-12,38.36301465,3643.568617,3556.379947,88.10644514,
M3.1 Revit Model.rvt,Embodied,Floors,Floors,Floor,CLT Roof,"Concrete, Lightweight",Superstructure,0.0762,1,0,0,505.7211821,1254.19104,0,146.304,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, lightweight structural concrete, 3000 psi",Lightweight structural concrete (3000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Concrete,"Lightweight concrete, 3000 psi, 20% fly ash",[B2-B5] Maintenance and Replacement,60,0,0,0,0,0,0,0,0,0
M3.1 Revit Model.rvt,Embodied,Floors,Floors,Floor,CLT Roof,"Concrete, Lightweight",Superstructure,0.0762,1,0,0,505.7211821,1254.19104,0,146.304,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, lightweight structural concrete, 3000 psi",Lightweight structural concrete (3000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Concrete,"Lightweight concrete, 3000 psi, 20% fly ash",[C2-C4] End of Life,60,17.4950949,0.887182954,7705.489885,6.96E-10,347.9898658,64817.89258,60611.42168,4282.952194,
M3.1 Revit Model.rvt,Embodied,Floors,Floors,Floor,CLT Roof,"Concrete, Lightweight",Superstructure,0.0762,1,0,0,505.7211821,1254.19104,0,146.304,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, lightweight structural concrete, 3000 psi",Lightweight structural concrete (3000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Concrete,"Lightweight concrete, 3000 psi, 20% fly ash",[D] Module D,60,1.258117207,0.071127599,166.1556007,-3.71E-10,52.00727664,1432.11214,2064.994808,-640.5307969,
M3.1 Revit Model.rvt,Embodied,Floors,Floors,Floor,CLT Roof,"Concrete, Lightweight",Superstructure,0.0762,1,0,0,505.7211821,1254.19104,0,146.304,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, lightweight structural concrete, 3000 psi",Lightweight structural concrete (3000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Metal,"Steel, reinforcing rod",[A1-A3] Product,60,25.14131613,0.756741107,5941.355801,-2.69E-05,298.0058989,74736.00192,72234.37843,2598.561406,3127.029369
M3.1 Revit Model.rvt,Embodied,Floors,Floors,Floor,CLT Roof,"Concrete, Lightweight",Superstructure,0.0762,1,0,0,505.7211821,1254.19104,0,146.304,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, lightweight structural concrete, 3000 psi",Lightweight structural concrete (3000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Metal,"Steel, reinforcing rod",[A4] Transportation,60,0.340980664,0.027763643,73.58713133,2.52E-12,11.26718714,1070.113229,1044.505985,25.87679344,
M3.1 Revit Model.rvt,Embodied,Floors,Floors,Floor,CLT Roof,"Concrete, Lightweight",Superstructure,0.0762,1,0,0,505.7211821,1254.19104,0,146.304,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, lightweight structural concrete, 3000 psi",Lightweight structural concrete (3000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Metal,"Steel, reinforcing rod",[B2-B5] Maintenance and Replacement,60,0,0,0,0,0,0,0,0,0
M3.1 Revit Model.rvt,Embodied,Floors,Floors,Floor,CLT Roof,"Concrete, Lightweight",Superstructure,0.0762,1,0,0,505.7211821,1254.19104,0,146.304,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, lightweight structural concrete, 3000 psi",Lightweight structural concrete (3000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Metal,"Steel, reinforcing rod",[C2-C4] End of Life,60,0.190748792,0.009662521,41.27678767,7.60E-12,3.783705537,706.7086374,659.8031969,46.5927376,
M3.1 Revit Model.rvt,Embodied,Floors,Floors,Floor,CLT Roof,"Concrete, Lightweight",Superstructure,0.0762,1,0,0,505.7211821,1254.19104,0,146.304,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, lightweight structural concrete, 3000 psi",Lightweight structural concrete (3000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Metal,"Steel, reinforcing rod",[D] Module D,60,-3.22084025,-0.131335234,-1647.944478,1.17E-05,-45.96733173,-14384.3351,-15447.52508,1060.062956,
M3.1 Revit Model.rvt,Embodied,Floors,Floors,Floor,CLT Roof,Wood - Stained,Superstructure,0.174625,1,0,0,505.7211821,1254.19104,0,146.304,06 - Wood/Plastics/Composites,Engineered Wood,Cross laminated timber (CLT),Cross-laminated timber beams inclusive of adhesive with user-specified finish (if any),Wood,CLT (Cross laminated timber),[A1-A3] Product,60,397.0707691,23.28766402,-154535.6507,0.006653618,5269.236422,1953158.918,676093.4717,1277065.447,107316.4241
M3.1 Revit Model.rvt,Embodied,Floors,Floors,Floor,CLT Roof,Wood - Stained,Superstructure,0.174625,1,0,0,505.7211821,1254.19104,0,146.304,06 - Wood/Plastics/Composites,Engineered Wood,Cross laminated timber (CLT),Cross-laminated timber beams inclusive of adhesive with user-specified finish (if any),Wood,CLT (Cross laminated timber),[A4] Transportation,60,12.70669388,1.034616181,2742.235121,9.39E-11,419.8733629,39877.92466,38923.66701,964.3024602,
M3.1 Revit Model.rvt,Embodied,Floors,Floors,Floor,CLT Roof,Wood - Stained,Superstructure,0.174625,1,0,0,505.7211821,1254.19104,0,146.304,06 - Wood/Plastics/Composites,Engineered Wood,Cross laminated timber (CLT),Cross-laminated timber beams inclusive of adhesive with user-specified finish (if any),Wood,CLT (Cross laminated timber),[B2-B5] Maintenance and Replacement,60,0,0,0,0,0,0,0,0,0
M3.1 Revit Model.rvt,Embodied,Floors,Floors,Floor,CLT Roof,Wood - Stained,Superstructure,0.174625,1,0,0,505.7211821,1254.19104,0,146.304,06 - Wood/Plastics/Composites,Engineered Wood,Cross laminated timber (CLT),Cross-laminated timber beams inclusive of adhesive with user-specified finish (if any),Wood,CLT (Cross laminated timber),[C2-C4] End of Life,60,478.6312514,124.4870519,124487.0519,9.99E-10,1609.746361,68038.61286,63960.58875,4045.829188,
M3.1 Revit Model.rvt,Embodied,Floors,Floors,Floor,CLT Roof,Wood - Stained,Superstructure,0.174625,1,0,0,505.7211821,1254.19104,0,146.304,06 - Wood/Plastics/Composites,Engineered Wood,Cross laminated timber (CLT),Cross-laminated timber beams inclusive of adhesive with user-specified finish (if any),Wood,CLT (Cross laminated timber),[D] Module D,60,-71.79468771,-2.983396589,9937.500869,-1.44E-07,-867.1167065,-490436.058,-286534.8523,-204974.37,
M3.1 Revit Model.rvt,Embodied,Floors,Floors,Floor,SOG Floor,"Concrete, Cast-in-Place gray",Substructure,0.127,1,0,0,159.2822621,1254.19104,0,146.304,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Structural concrete (4000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Concrete,"Structural concrete, 4000 psi, 20% fly ash",[A1-A3] Product,60,154.5370724,11.26346391,59653.38785,1.09E-08,3426.468324,490058.3163,456237.0693,33640.28603,353252.5258
M3.1 Revit Model.rvt,Embodied,Floors,Floors,Floor,SOG Floor,"Concrete, Cast-in-Place gray",Substructure,0.127,1,0,0,159.2822621,1254.19104,0,146.304,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Structural concrete (4000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Concrete,"Structural concrete, 4000 psi, 20% fly ash",[A4] Transportation,60,2.144949336,0.174648049,462.9021098,1.59E-11,70.87658677,6731.580131,6570.496979,162.7787639,
M3.1 Revit Model.rvt,Embodied,Floors,Floors,Floor,SOG Floor,"Concrete, Cast-in-Place gray",Substructure,0.127,1,0,0,159.2822621,1254.19104,0,146.304,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Structural concrete (4000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Concrete,"Structural concrete, 4000 psi, 20% fly ash",[B2-B5] Maintenance and Replacement,60,0,0,0,0,0,0,0,0,0
M3.1 Revit Model.rvt,Embodied,Floors,Floors,Floor,SOG Floor,"Concrete, Cast-in-Place gray",Substructure,0.127,1,0,0,159.2822621,1254.19104,0,146.304,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Structural concrete (4000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Concrete,"Structural concrete, 4000 psi, 20% fly ash",[C2-C4] End of Life,60,32.32260611,1.63909172,14236.07679,1.29E-09,642.9195969,119752.6062,111981.0507,7912.856577,
M3.1 Revit Model.rvt,Embodied,Floors,Floors,Floor,SOG Floor,"Concrete, Cast-in-Place gray",Substructure,0.127,1,0,0,159.2822621,1254.19104,0,146.304,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Structural concrete (4000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Concrete,"Structural concrete, 4000 psi, 20% fly ash",[D] Module D,60,2.32440162,0.13140994,306.9764449,-6.85E-10,96.08468701,2645.861418,3815.127278,-1183.395961,
M3.1 Revit Model.rvt,Embodied,Floors,Floors,Floor,SOG Floor,"Concrete, Cast-in-Place gray",Substructure,0.127,1,0,0,159.2822621,1254.19104,0,146.304,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Structural concrete (4000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Metal,"Steel, reinforcing rod",[A1-A3] Product,60,55.63054058,1.674451594,13146.52078,-5.96E-05,659.4018056,165369.393,159834.0158,5749.873037,6919.221465
M3.1 Revit Model.rvt,Embodied,Floors,Floors,Floor,SOG Floor,"Concrete, Cast-in-Place gray",Substructure,0.127,1,0,0,159.2822621,1254.19104,0,146.304,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Structural concrete (4000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Metal,"Steel, reinforcing rod",[A4] Transportation,60,0.754492666,0.061433,162.827271,5.58E-12,24.93106201,2367.854454,2311.19295,57.25794147,
M3.1 Revit Model.rvt,Embodied,Floors,Floors,Floor,SOG Floor,"Concrete, Cast-in-Place gray",Substructure,0.127,1,0,0,159.2822621,1254.19104,0,146.304,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Structural concrete (4000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Metal,"Steel, reinforcing rod",[B2-B5] Maintenance and Replacement,60,0,0,0,0,0,0,0,0,0
M3.1 Revit Model.rvt,Embodied,Floors,Floors,Floor,SOG Floor,"Concrete, Cast-in-Place gray",Substructure,0.127,1,0,0,159.2822621,1254.19104,0,146.304,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Structural concrete (4000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Metal,"Steel, reinforcing rod",[C2-C4] End of Life,60,0.422072509,0.021380394,91.33372333,1.68E-11,8.372257972,1563.744051,1459.955729,103.0963998,
M3.1 Revit Model.rvt,Embodied,Floors,Floors,Floor,SOG Floor,"Concrete, Cast-in-Place gray",Substructure,0.127,1,0,0,159.2822621,1254.19104,0,146.304,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Structural concrete (4000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Metal,"Steel, reinforcing rod",[D] Module D,60,-7.126798109,-0.290607302,-3646.429712,2.58E-05,-101.7125555,-31828.41874,-34180.95404,2345.616077,
M3.1 Revit Model.rvt,Embodied,Floors,Floors,Floor,SOG Floor Insulation,Rigid insulation,Substructure,0.0508,1,0,0,4.455183864,87.70046976,0,287.7312,07 - Thermal and Moisture Protection,Insulation,"Expanded polystyrene (EPS), board",Expanded polystyrene (EPS) board. Entry is inclusive of material manufacturing and foaming/blowing agents.,Insulation,"Expanded polystyrene (EPS), board",[A1-A3] Product,60,0.931846257,0.056616477,522.8603783,2.15E-08,25.02031258,15124.45818,14980.11022,142.1025445,160.3866191
M3.1 Revit Model.rvt,Embodied,Floors,Floors,Floor,SOG Floor Insulation,Rigid insulation,Substructure,0.0508,1,0,0,4.455183864,87.70046976,0,287.7312,07 - Thermal and Moisture Protection,Insulation,"Expanded polystyrene (EPS), board",Expanded polystyrene (EPS) board. Entry is inclusive of material manufacturing and foaming/blowing agents.,Insulation,"Expanded polystyrene (EPS), board",[A4] Transportation,60,0.052710581,0.00429185,11.37548511,3.90E-13,1.741740944,165.4237213,161.4652191,4.00017059,
M3.1 Revit Model.rvt,Embodied,Floors,Floors,Floor,SOG Floor Insulation,Rigid insulation,Substructure,0.0508,1,0,0,4.455183864,87.70046976,0,287.7312,07 - Thermal and Moisture Protection,Insulation,"Expanded polystyrene (EPS), board",Expanded polystyrene (EPS) board. Entry is inclusive of material manufacturing and foaming/blowing agents.,Insulation,"Expanded polystyrene (EPS), board",[B2-B5] Maintenance and Replacement,60,0,0,0,0,0,0,0,0,0
M3.1 Revit Model.rvt,Embodied,Floors,Floors,Floor,SOG Floor Insulation,Rigid insulation,Substructure,0.0508,1,0,0,4.455183864,87.70046976,0,287.7312,07 - Thermal and Moisture Protection,Insulation,"Expanded polystyrene (EPS), board",Expanded polystyrene (EPS) board. Entry is inclusive of material manufacturing and foaming/blowing agents.,Insulation,"Expanded polystyrene (EPS), board",[C2-C4] End of Life,60,0.1114687,0.042502454,7.05701124,1.30E-12,0.935053989,120.9315108,113.0725665,7.971214969,
M3.1 Revit Model.rvt,Embodied,Floors,Floors,Floor,SOG Floor Insulation,Rigid insulation,Substructure,0.0508,1,0,0,4.455183864,87.70046976,0,287.7312,07 - Thermal and Moisture Protection,Insulation,"Expanded polystyrene (EPS), board",Expanded polystyrene (EPS) board. Entry is inclusive of material manufacturing and foaming/blowing agents.,Insulation,"Expanded polystyrene (EPS), board",[D] Module D,60,0,0,0,0,0,0,0,0,
M3.1 Revit Model.rvt,Embodied,Structure,Structural Columns,FamilyInstance,Glulam-Western Species-Column: 18x18,"Softwood, Lumber",Superstructure,0,100,77.95539377,723.8308104,77.95539377,0,372.9355,0,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),"Architectural-grade structural glue-laminated timber, composed of softwood which has been end-joined, laminated, and planed. Entry inclusive of factory-applied sealer.",Wood,"Glue laminated timber (Glulam), AWC - EPD",[A1-A3] Product,60,154.015614,9.032807629,-59941.21192,0.002580802,2043.828823,757590.3173,262242.8021,495347.5152,41625.84161
M3.1 Revit Model.rvt,Embodied,Structure,Structural Columns,FamilyInstance,Glulam-Western Species-Column: 18x18,"Softwood, Lumber",Superstructure,0,100,77.95539377,723.8308104,77.95539377,0,372.9355,0,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),"Architectural-grade structural glue-laminated timber, composed of softwood which has been end-joined, laminated, and planed. Entry inclusive of factory-applied sealer.",Wood,"Glue laminated timber (Glulam), AWC - EPD",[A4] Transportation,60,4.92866615,0.401306414,1063.656805,3.64E-11,162.8602728,15467.82974,15097.69275,374.0331624,
M3.1 Revit Model.rvt,Embodied,Structure,Structural Columns,FamilyInstance,Glulam-Western Species-Column: 18x18,"Softwood, Lumber",Superstructure,0,100,77.95539377,723.8308104,77.95539377,0,372.9355,0,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),"Architectural-grade structural glue-laminated timber, composed of softwood which has been end-joined, laminated, and planed. Entry inclusive of factory-applied sealer.",Wood,"Glue laminated timber (Glulam), AWC - EPD",[B2-B5] Maintenance and Replacement,60,0,0,0,0,0,0,0,0,0
M3.1 Revit Model.rvt,Embodied,Structure,Structural Columns,FamilyInstance,Glulam-Western Species-Column: 18x18,"Softwood, Lumber",Superstructure,0,100,77.95539377,723.8308104,77.95539377,0,372.9355,0,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),"Architectural-grade structural glue-laminated timber, composed of softwood which has been end-joined, laminated, and planed. Entry inclusive of factory-applied sealer.",Wood,"Glue laminated timber (Glulam), AWC - EPD",[C2-C4] End of Life,60,185.6512536,48.28597627,48285.97627,3.88E-10,624.3876241,26390.78358,24809.0016,1569.294229,
M3.1 Revit Model.rvt,Embodied,Structure,Structural Columns,FamilyInstance,Glulam-Western Species-Column: 18x18,"Softwood, Lumber",Superstructure,0,100,77.95539377,723.8308104,77.95539377,0,372.9355,0,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),"Architectural-grade structural glue-laminated timber, composed of softwood which has been end-joined, laminated, and planed. Entry inclusive of factory-applied sealer.",Wood,"Glue laminated timber (Glulam), AWC - EPD",[D] Module D,60,-27.84768804,-1.157198397,3854.552933,-5.58E-08,-336.3368002,-190230.0962,-111140.9971,-79505.35747,
M3.1 Revit Model.rvt,Embodied,Structure,Structural Foundations,FamilyInstance,Footing-Rectangular: 35' x 20' x 24,"Concrete, Cast-in-Place gray",Substructure,0,2,79.28717046,301.0058496,79.28717046,130.064256,0,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Structural concrete (4000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Concrete,"Structural concrete, 4000 psi, 20% fly ash",[A1-A3] Product,60,76.92512048,5.606702033,29694.13084,5.41E-09,1705.619788,243940.1397,227104.6745,16745.38682,175841.2573
M3.1 Revit Model.rvt,Embodied,Structure,Structural Foundations,FamilyInstance,Footing-Rectangular: 35' x 20' x 24,"Concrete, Cast-in-Place gray",Substructure,0,2,79.28717046,301.0058496,79.28717046,130.064256,0,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Structural concrete (4000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Concrete,"Structural concrete, 4000 psi, 20% fly ash",[A4] Transportation,60,1.067708114,0.086935918,230.4223835,7.89E-12,35.28078986,3350.830998,3270.647385,81.02765135,
M3.1 Revit Model.rvt,Embodied,Structure,Structural Foundations,FamilyInstance,Footing-Rectangular: 35' x 20' x 24,"Concrete, Cast-in-Place gray",Substructure,0,2,79.28717046,301.0058496,79.28717046,130.064256,0,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Structural concrete (4000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Concrete,"Structural concrete, 4000 psi, 20% fly ash",[B2-B5] Maintenance and Replacement,60,0,0,0,0,0,0,0,0,0
M3.1 Revit Model.rvt,Embodied,Structure,Structural Foundations,FamilyInstance,Footing-Rectangular: 35' x 20' x 24,"Concrete, Cast-in-Place gray",Substructure,0,2,79.28717046,301.0058496,79.28717046,130.064256,0,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Structural concrete (4000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Concrete,"Structural concrete, 4000 psi, 20% fly ash",[C2-C4] End of Life,60,16.08947504,0.815903434,7086.402668,6.40E-10,320.0310882,59610.18621,55741.67855,3938.844163,
M3.1 Revit Model.rvt,Embodied,Structure,Structural Foundations,FamilyInstance,Footing-Rectangular: 35' x 20' x 24,"Concrete, Cast-in-Place gray",Substructure,0,2,79.28717046,301.0058496,79.28717046,130.064256,0,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Structural concrete (4000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Concrete,"Structural concrete, 4000 psi, 20% fly ash",[D] Module D,60,1.157035473,0.065412948,152.8060526,-3.41E-10,47.82882198,1317.051017,1899.085578,-589.0682118,
M3.1 Revit Model.rvt,Embodied,Structure,Structural Foundations,FamilyInstance,Footing-Rectangular: 35' x 20' x 24,"Concrete, Cast-in-Place gray",Substructure,0,2,79.28717046,301.0058496,79.28717046,130.064256,0,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Structural concrete (4000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Metal,"Steel, reinforcing rod",[A1-A3] Product,60,20.39900322,0.613999848,4820.659964,-2.18E-05,241.794155,60638.82797,58609.0764,2108.404437,2537.189455
M3.1 Revit Model.rvt,Embodied,Structure,Structural Foundations,FamilyInstance,Footing-Rectangular: 35' x 20' x 24,"Concrete, Cast-in-Place gray",Substructure,0,2,79.28717046,301.0058496,79.28717046,130.064256,0,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Structural concrete (4000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Metal,"Steel, reinforcing rod",[A4] Transportation,60,0.27666275,0.02252669,59.70666456,2.04E-12,9.141899555,868.261752,847.4847076,20.99575018,
M3.1 Revit Model.rvt,Embodied,Structure,Structural Foundations,FamilyInstance,Footing-Rectangular: 35' x 20' x 24,"Concrete, Cast-in-Place gray",Substructure,0,2,79.28717046,301.0058496,79.28717046,130.064256,0,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Structural concrete (4000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Metal,"Steel, reinforcing rod",[B2-B5] Maintenance and Replacement,60,0,0,0,0,0,0,0,0,0
M3.1 Revit Model.rvt,Embodied,Structure,Structural Foundations,FamilyInstance,Footing-Rectangular: 35' x 20' x 24,"Concrete, Cast-in-Place gray",Substructure,0,2,79.28717046,301.0058496,79.28717046,130.064256,0,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Structural concrete (4000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Metal,"Steel, reinforcing rod",[C2-C4] End of Life,60,0.154768557,0.007839915,33.4909008,6.17E-12,3.06999924,573.4048167,535.3469749,37.80412287,
M3.1 Revit Model.rvt,Embodied,Structure,Structural Foundations,FamilyInstance,Footing-Rectangular: 35' x 20' x 24,"Concrete, Cast-in-Place gray",Substructure,0,2,79.28717046,301.0058496,79.28717046,130.064256,0,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Structural concrete (4000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Metal,"Steel, reinforcing rod",[D] Module D,60,-2.613305138,-0.106561957,-1337.098843,9.46E-06,-37.29668498,-11671.07149,-12533.71591,860.1072251,
M3.1 Revit Model.rvt,Embodied,Structure,Structural Foundations,FamilyInstance,Footing-Rectangular: 84 x 84 x 24,"Concrete, Cast-in-Place gray",Substructure,0,20,55.50101932,286.1413632,55.50101932,91.0449792,0,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Structural concrete (4000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Concrete,"Structural concrete, 4000 psi, 20% fly ash",[A1-A3] Product,60,53.84758433,3.924691423,20785.89159,3.79E-09,1193.933852,170758.0978,158973.2722,11721.77078,123088.8801
M3.1 Revit Model.rvt,Embodied,Structure,Structural Foundations,FamilyInstance,Footing-Rectangular: 84 x 84 x 24,"Concrete, Cast-in-Place gray",Substructure,0,20,55.50101932,286.1413632,55.50101932,91.0449792,0,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Structural concrete (4000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Concrete,"Structural concrete, 4000 psi, 20% fly ash",[A4] Transportation,60,0.74739568,0.060855142,161.2956685,5.52E-12,24.6965529,2345.581699,2289.45317,56.71935594,
M3.1 Revit Model.rvt,Embodied,Structure,Structural Foundations,FamilyInstance,Footing-Rectangular: 84 x 84 x 24,"Concrete, Cast-in-Place gray",Substructure,0,20,55.50101932,286.1413632,55.50101932,91.0449792,0,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Structural concrete (4000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Concrete,"Structural concrete, 4000 psi, 20% fly ash",[B2-B5] Maintenance and Replacement,60,0,0,0,0,0,0,0,0,0
